year,region,season,hour,pollutant,kg.per.mwh,usd.per.mwh.AP3,usd.per.mwh.EASIUR,usd.per.mwh.INMAP
2017,CAMX,Winter,7,so2,0.048035236,0.109030947,0.064220427,0.048535973
2017,CAMX,Winter,8,co2,447.6859164,22.28401418,22.28401418,22.28401418
2017,CAMX,Winter,8,nox,0.187824569,0.507946915,0.085215174,0.128649357
2017,CAMX,Winter,8,pm25,0.059728982,2.14151871,0.751537374,0.32080863
2017,CAMX,Winter,8,so2,0.047540608,0.115060643,0.063590826,0.048292482
2017,CAMX,Winter,9,co2,445.0009235,22.15036597,22.15036597,22.15036597
2017,CAMX,Winter,9,nox,0.187806827,0.234760622,0.044160937,0.134026292
2017,CAMX,Winter,9,pm25,0.065260221,1.85626116,0.684888615,0.325019153
2017,CAMX,Winter,9,so2,0.055922947,0.122985221,0.074363557,0.05565688
2017,CAMX,Winter,10,co2,437.6522539,21.78457859,21.78457859,21.78457859
2017,CAMX,Winter,10,nox,0.179756928,0.331166048,0.062473872,0.127112709
2017,CAMX,Winter,10,pm25,0.060846937,1.850433023,0.699191908,0.337131772
2017,CAMX,Winter,10,so2,0.054657362,0.120670087,0.072352525,0.054921052
2017,CAMX,Winter,11,co2,442.5573524,22.02873477,22.02873477,22.02873477
2017,CAMX,Winter,11,nox,0.184041739,0.255996319,0.049715936,0.130109137
2017,CAMX,Winter,11,pm25,0.053602229,1.497992213,0.565502537,0.243321968
2017,CAMX,Winter,11,so2,0.057642329,0.119694281,0.076462212,0.057303655
2017,CAMX,Winter,12,co2,438.3569681,21.81965644,21.81965644,21.81965644
2017,CAMX,Winter,12,nox,0.222301761,0.332676156,0.069150124,0.157973765
2017,CAMX,Winter,12,pm25,0.047943609,1.292613689,0.514072858,0.204259072
2017,CAMX,Winter,12,so2,0.053802643,0.11387383,0.071651717,0.053575154
2017,CAMX,Winter,13,co2,425.0151725,21.15555523,21.15555523,21.15555523
2017,CAMX,Winter,13,nox,0.13865034,0.211133837,0.03818647,0.098033507
2017,CAMX,Winter,13,pm25,0.051275529,1.746485455,0.589549329,0.243192644
2017,CAMX,Winter,13,so2,0.039388727,0.097862806,0.052868414,0.04015901
2017,CAMX,Winter,14,co2,414.6637306,20.64030186,20.64030186,20.64030186
2017,CAMX,Winter,14,nox,0.094990528,0.39093295,0.066696851,0.067202928
2017,CAMX,Winter,14,pm25,0.050397473,1.674747814,0.567005569,0.241134836
2017,CAMX,Winter,14,so2,0.028453496,0.081489933,0.039041925,0.029758681
2017,CAMX,Winter,15,co2,435.0953659,21.65730693,21.65730693,21.65730693
2017,CAMX,Winter,15,nox,0.228127955,0.46307914,0.106152473,0.163738011
2017,CAMX,Winter,15,pm25,0.046998747,1.288203808,0.51816203,0.226365778
2017,CAMX,Winter,15,so2,0.080754191,0.160407632,0.105889389,0.079118934
2017,CAMX,Winter,16,co2,437.8779057,21.79581063,21.79581063,21.79581063
2017,CAMX,Winter,16,nox,0.200633697,0.410054072,0.056191723,0.145427968
2017,CAMX,Winter,16,pm25,0.050846089,1.577518386,0.607220608,0.237877019
2017,CAMX,Winter,16,so2,0.056758665,0.124743796,0.075296777,0.056595375
2017,CAMX,Winter,17,co2,440.940479,21.94825328,21.94825328,21.94825328
2017,CAMX,Winter,17,nox,0.147364519,0.405223789,0.092146716,0.102437661
2017,CAMX,Winter,17,pm25,0.046603557,1.548114841,0.6027098,0.236639696
2017,CAMX,Winter,17,so2,0.030204745,0.082476668,0.04177215,0.031644033
2017,CAMX,Winter,18,co2,482.7851508,24.03111367,24.03111367,24.03111367
2017,CAMX,Winter,18,nox,0.218046175,0.379970174,0.10432716,0.150171916
2017,CAMX,Winter,18,pm25,0.053910583,1.741434538,0.696628595,0.249704838
2017,CAMX,Winter,18,so2,0.055209018,0.125244542,0.073703593,0.055470379
2017,CAMX,Winter,19,co2,422.5864312,21.0346622,21.0346622,21.0346622
2017,CAMX,Winter,19,nox,0.211990852,0.424705262,0.072126757,0.147355801
2017,CAMX,Winter,19,pm25,0.059222103,2.035497927,0.735161307,0.292517251
2017,CAMX,Winter,19,so2,0.047466279,0.107994902,0.063717257,0.047595421
2017,CAMX,Winter,20,co2,442.5543531,22.02858548,22.02858548,22.02858548
2017,CAMX,Winter,20,nox,0.201961356,0.467741926,0.078378184,0.141971631
2017,CAMX,Winter,20,pm25,0.063502487,1.959736585,0.672237102,0.339319618
2017,CAMX,Winter,20,so2,0.050026293,0.116081173,0.066567484,0.050332059
2017,CAMX,Winter,21,co2,468.8401087,23.33698525,23.33698525,23.33698525
2017,CAMX,Winter,21,nox,0.101731945,0.10808506,0.013527175,0.071164195
2017,CAMX,Winter,21,pm25,0.074836869,3.016367886,1.029396383,0.427364771
2017,CAMX,Winter,21,so2,0.02936174,0.095319404,0.040399684,0.031372595
2017,CAMX,Winter,22,co2,479.2465612,23.85497683,23.85497683,23.85497683
2017,CAMX,Winter,22,nox,0.107249806,0.111432693,0.022585099,0.075040112
2017,CAMX,Winter,22,pm25,0.070187349,2.729129554,0.961392695,0.411979332
2017,CAMX,Winter,22,so2,0.034474921,0.102542954,0.047178081,0.036621364
2017,CAMX,Winter,23,co2,476.9065822,23.73850203,23.73850203,23.73850203
2017,CAMX,Winter,23,nox,0.091408679,0.328079359,0.068105052,0.06127051
2017,CAMX,Winter,23,pm25,0.071844448,2.896863241,1.043278077,0.414163103
2017,CAMX,Winter,23,so2,0.024279626,0.08914674,0.034292969,0.027075028
2017,ERCT,Summer,0,co2,430.0897449,27.36695863,27.36695863,27.36695863
2017,ERCT,Summer,0,nox,0.116728994,0.444332846,0.107478913,0.300667265
2017,ERCT,Summer,0,pm25,0.059462368,0.428757936,0.341428326,0.166000706
2017,ERCT,Summer,0,so2,-0.007546523,3.039342156,1.7162385,1.880106343
2017,ERCT,Summer,1,co2,423.0266287,31.98556673,31.98556673,31.98556673
2017,ERCT,Summer,1,nox,0.086359808,0.548448803,0.129811532,0.346924292
2017,ERCT,Summer,1,pm25,0.059971517,0.507469916,0.380628369,0.179435492
2017,ERCT,Summer,1,so2,-0.010316771,4.844239279,2.306336909,2.675787554
2017,ERCT,Summer,2,co2,417.9517523,34.62306241,34.62306241,34.62306241
2017,ERCT,Summer,2,nox,0.09583418,0.601605046,0.140691826,0.368867478
2017,ERCT,Summer,2,pm25,0.049038496,0.480378608,0.34559243,0.176907867
2017,ERCT,Summer,2,so2,0.014151807,6.272337967,2.776944501,3.27981014
2017,ERCT,Summer,3,co2,422.1319044,34.31684504,34.31684504,34.31684504
2017,ERCT,Summer,3,nox,0.097265179,0.548751543,0.145023459,0.38180752
2017,ERCT,Summer,3,pm25,0.052440384,0.480777621,0.346680283,0.185514806
2017,ERCT,Summer,3,so2,0.028028139,6.403492691,3.073795832,3.593282574
2017,ERCT,Summer,4,co2,422.154929,34.67646736,34.67646736,34.67646736
2017,ERCT,Summer,4,nox,0.116669519,0.496768476,0.132248361,0.339609358
2017,ERCT,Summer,4,pm25,0.051451507,0.509820742,0.374317895,0.215534096
2017,ERCT,Summer,4,so2,0.028727773,5.942609619,2.631062421,3.225447677
2017,ERCT,Summer,5,co2,378.4479643,37.43509896,37.43509896,37.43509896
2017,ERCT,Summer,5,nox,0.067065359,0.64016782,0.15515967,0.412780577
2017,ERCT,Summer,5,pm25,0.038445531,0.529751651,0.385306568,0.217944972
2017,ERCT,Summer,5,so2,0.017868202,6.028921668,2.560494579,3.094614379
2017,ERCT,Summer,6,co2,377.708603,31.53651062,31.53651062,31.53651062
2017,ERCT,Summer,6,nox,0.054596972,0.406455928,0.104509526,0.276193417
2017,ERCT,Summer,6,pm25,0.045327755,0.475513686,0.359804612,0.188606489
2017,ERCT,Summer,6,so2,0.010156136,5.112861435,2.384080426,2.890177972
2017,ERCT,Summer,7,co2,448.5857189,31.66906078,31.66906078,31.66906078
2017,ERCT,Summer,7,nox,0.19455477,0.442705073,0.113213879,0.302646018
2017,ERCT,Summer,7,pm25,0.061111673,0.444069349,0.327497805,0.162651638
2017,ERCT,Summer,7,so2,0.064451382,4.9073527,2.284236789,2.594512706
2017,ERCT,Summer,8,co2,441.31106,33.64105051,33.64105051,33.64105051
2017,ERCT,Summer,8,nox,0.169938504,0.542296703,0.124140589,0.337244247
2017,ERCT,Summer,8,pm25,0.051870638,0.477633286,0.352325336,0.177834534
2017,ERCT,Summer,8,so2,0.068540813,5.969190336,2.763497305,3.16780251
2017,ERCT,Summer,9,co2,363.6415621,30.27232689,30.27232689,30.27232689
2017,ERCT,Summer,9,nox,0.046678646,0.464995601,0.112220408,0.302011784
2017,ERCT,Summer,9,pm25,0.040880311,0.476592625,0.374869839,0.179300505
2017,ERCT,Summer,9,so2,0.018302018,3.346744765,2.065963561,2.380386944
2017,ERCT,Summer,10,co2,379.8169672,29.65966129,29.65966129,29.65966129
2017,ERCT,Summer,10,nox,0.11028247,0.541056635,0.131768607,0.350705811
2017,ERCT,Summer,10,pm25,0.041070795,0.618429038,0.466066873,0.202722912
2017,ERCT,Summer,10,so2,0.028746015,3.114236434,1.655140946,1.916577675
